,DAUID,PRNAME
1528475,35580398,Ontario
1528514,35580399,Ontario
1528515,35580399,Ontario
1529354,35580180,Ontario
1529355,35580180,Ontario
1529394,35580181,Ontario
1529395,35580181,Ontario
1529434,35580184,Ontario
1529435,35580184,Ontario
1529474,35580186,Ontario
1529475,35580186,Ontario
1529714,35480100,Ontario
1529715,35480100,Ontario
1530314,35470293,Ontario
1530315,35470293,Ontario
1530434,35530337,Ontario
1530435,35530337,Ontario
1530674,35580174,Ontario
1530675,35580174,Ontario
1530954,35530147,Ontario
1530955,35530147,Ontario
1530994,35580194,Ontario
1530995,35580194,Ontario
1531314,35580428,Ontario
1531315,35580428,Ontario
1531674,35530259,Ontario
1531675,35530259,Ontario
1531714,35530260,Ontario
1531715,35530260,Ontario
1531754,35530261,Ontario
1531755,35530261,Ontario
1531794,35530299,Ontario
1531795,35530299,Ontario
1531834,35530338,Ontario
1531835,35530338,Ontario
1531874,35580477,Ontario
1531875,35580477,Ontario
1531914,35580478,Ontario
1531915,35580478,Ontario
1531954,35580479,Ontario
1531955,35580479,Ontario
1531994,35590060,Ontario
1531995,35590060,Ontario
1532034,35590061,Ontario
1532035,35590061,Ontario
1532074,35590062,Ontario
1532075,35590062,Ontario
1532114,35600328,Ontario
1532115,35600328,Ontario
1532154,35600329,Ontario
1532155,35600329,Ontario
1532314,35530341,Ontario
1532315,35530341,Ontario
1532354,35590108,Ontario
1532355,35590108,Ontario
1532394,35590109,Ontario
1532395,35590109,Ontario
1532434,35590110,Ontario
1532435,35590110,Ontario
1532474,35590111,Ontario
1532475,35590111,Ontario
1532514,35530347,Ontario
1532515,35530347,Ontario
1532554,35530348,Ontario
1532555,35530348,Ontario
1532594,35530349,Ontario
1532595,35530349,Ontario
1532634,35560192,Ontario
1532635,35560192,Ontario
1532674,35530293,Ontario
1532675,35530293,Ontario
1532714,35530300,Ontario
1532715,35530300,Ontario
1532954,35530306,Ontario
1532955,35530306,Ontario
1532994,35530307,Ontario
1532995,35530307,Ontario
1533034,35530308,Ontario
1533035,35530308,Ontario
1533074,35600330,Ontario
1533075,35600330,Ontario
1533114,35590099,Ontario
1533115,35590099,Ontario
1533154,35590100,Ontario
1533155,35590100,Ontario
1533194,35590101,Ontario
1533195,35590101,Ontario
1533234,35590102,Ontario
1533235,35590102,Ontario
1533274,35590103,Ontario
1533275,35590103,Ontario
1533314,35590104,Ontario
1533315,35590104,Ontario
1533354,35590105,Ontario
1533355,35590105,Ontario
1533394,35600210,Ontario
1533395,35600210,Ontario
1533434,35600334,Ontario
1533435,35600334,Ontario
1533474,35600335,Ontario
1533475,35600335,Ontario
1533514,35600336,Ontario
1533515,35600336,Ontario
1533554,35600337,Ontario
1533555,35600337,Ontario
1533594,35580400,Ontario
1533595,35580400,Ontario
1533634,35600221,Ontario
1533635,35600221,Ontario
1533674,35600222,Ontario
1533675,35600222,Ontario
1533714,35600223,Ontario
1533715,35600223,Ontario
1533754,35530294,Ontario
1533755,35530294,Ontario
1533794,35530295,Ontario
1533795,35530295,Ontario
1533874,35530297,Ontario
1533875,35530297,Ontario
1533914,35530323,Ontario
1533915,35530323,Ontario
1533994,35530334,Ontario
1533995,35530334,Ontario
1534034,35530335,Ontario
1534035,35530335,Ontario
1534074,35530336,Ontario
1534075,35530336,Ontario
1534114,35540121,Ontario
1534115,35540121,Ontario
1534154,35540122,Ontario
1534155,35540122,Ontario
1534314,35540126,Ontario
1534315,35540126,Ontario
1534354,35600211,Ontario
1534355,35600211,Ontario
1534394,35600212,Ontario
1534395,35600212,Ontario
1534434,35600213,Ontario
1534435,35600213,Ontario
1534474,35580413,Ontario
1534475,35580413,Ontario
1534514,35600224,Ontario
1534515,35600224,Ontario
1534554,35600225,Ontario
1534555,35600225,Ontario
1534594,35600226,Ontario
1534595,35600226,Ontario
1534634,35580415,Ontario
1534635,35580415,Ontario
1534714,35580417,Ontario
1534715,35580417,Ontario
1534754,35580418,Ontario
1534755,35580418,Ontario
1534834,35580420,Ontario
1534835,35580420,Ontario
1534954,35580424,Ontario
1534955,35580424,Ontario
1534994,35580425,Ontario
1534995,35580425,Ontario
1535034,35580426,Ontario
1535035,35580426,Ontario
1535154,35530327,Ontario
1535155,35530327,Ontario
1535194,35530328,Ontario
1535195,35530328,Ontario
1535274,35540114,Ontario
1535275,35540114,Ontario
1535474,35490146,Ontario
1535475,35490146,Ontario
1535514,46120066,Manitoba
1535515,46120066,Manitoba
1535554,46120068,Manitoba
1535555,46120068,Manitoba
1535594,47010175,Saskatchewan
1535595,47010175,Saskatchewan
1535714,47020169,Saskatchewan
1535715,47020169,Saskatchewan
1535754,47020170,Saskatchewan
1535755,47020170,Saskatchewan
1535794,47020171,Saskatchewan
1535795,47020171,Saskatchewan
1535834,47020172,Saskatchewan
1535835,47020172,Saskatchewan
1535874,47020174,Saskatchewan
1535875,47020174,Saskatchewan
1535914,47020176,Saskatchewan
1535915,47020176,Saskatchewan
1535954,47030078,Saskatchewan
1535955,47030078,Saskatchewan
1535994,47030079,Saskatchewan
1535995,47030079,Saskatchewan
1536034,47030080,Saskatchewan
1536035,47030080,Saskatchewan
1536074,47030081,Saskatchewan
1536075,47030081,Saskatchewan
1536114,47030082,Saskatchewan
1536115,47030082,Saskatchewan
1536154,47030083,Saskatchewan
1536155,47030083,Saskatchewan
1536194,47030084,Saskatchewan
1536195,47030084,Saskatchewan
1536234,47030085,Saskatchewan
1536235,47030085,Saskatchewan
1536274,47030086,Saskatchewan
1536275,47030086,Saskatchewan
1536314,47050208,Saskatchewan
1536315,47050208,Saskatchewan
1536354,47050209,Saskatchewan
1536355,47050209,Saskatchewan
1536394,47050210,Saskatchewan
1536395,47050210,Saskatchewan
1536434,47050211,Saskatchewan
1536435,47050211,Saskatchewan
1536474,47050212,Saskatchewan
1536475,47050212,Saskatchewan
1536514,47050213,Saskatchewan
1536515,47050213,Saskatchewan
1536554,35600374,Ontario
1536555,35600374,Ontario
1536594,35600377,Ontario
1536595,35600377,Ontario
1536834,46020162,Manitoba
1536835,46020162,Manitoba
1536874,46020163,Manitoba
1536875,46020163,Manitoba
1536914,46050044,Manitoba
1536915,46050044,Manitoba
1536954,46050045,Manitoba
1536955,46050045,Manitoba
1536994,46050046,Manitoba
1536995,46050046,Manitoba
1537034,46050047,Manitoba
1537035,46050047,Manitoba
1537074,46050048,Manitoba
1537075,46050048,Manitoba
1537114,35600385,Ontario
1537115,35600385,Ontario
1537274,47010213,Saskatchewan
1537275,47010213,Saskatchewan
1537314,47010214,Saskatchewan
1537315,47010214,Saskatchewan
1537354,47010218,Saskatchewan
1537355,47010218,Saskatchewan
1537434,47010182,Saskatchewan
1537435,47010182,Saskatchewan
1537594,47050258,Saskatchewan
1537595,47050258,Saskatchewan
1537634,47050259,Saskatchewan
1537635,47050259,Saskatchewan
1537674,35600290,Ontario
1537675,35600290,Ontario
1537754,35600292,Ontario
1537755,35600292,Ontario
1537794,35600293,Ontario
1537795,35600293,Ontario
1537834,35600296,Ontario
1537835,35600296,Ontario
1537874,35600297,Ontario
1537875,35600297,Ontario
1537914,35600298,Ontario
1537915,35600298,Ontario
1537954,35600299,Ontario
1537955,35600299,Ontario
1537994,35600300,Ontario
1537995,35600300,Ontario
1538034,35600386,Ontario
1538035,35600386,Ontario
1538074,35600387,Ontario
1538075,35600387,Ontario
1538114,35600388,Ontario
1538115,35600388,Ontario
1538154,35600389,Ontario
1538155,35600389,Ontario
1538194,46020096,Manitoba
1538195,46020096,Manitoba
1538234,46020097,Manitoba
1538235,46020097,Manitoba
1538274,46020098,Manitoba
1538275,46020098,Manitoba
1538314,47010219,Saskatchewan
1538315,47010219,Saskatchewan
1538354,47010221,Saskatchewan
1538355,47010221,Saskatchewan
1538394,47010222,Saskatchewan
1538395,47010222,Saskatchewan
1538434,47030107,Saskatchewan
1538435,47030107,Saskatchewan
1538474,47010223,Saskatchewan
1538475,47010223,Saskatchewan
1538514,47010226,Saskatchewan
1538515,47010226,Saskatchewan
1538554,47010227,Saskatchewan
1538555,47010227,Saskatchewan
1538594,47010228,Saskatchewan
1538595,47010228,Saskatchewan
1538634,47010229,Saskatchewan
1538635,47010229,Saskatchewan
1538674,47010231,Saskatchewan
1538675,47010231,Saskatchewan
1538714,47010232,Saskatchewan
1538715,47010232,Saskatchewan
1538754,47010234,Saskatchewan
1538755,47010234,Saskatchewan
1538794,47010235,Saskatchewan
1538795,47010235,Saskatchewan
1538834,46030136,Manitoba
1538835,46030136,Manitoba
1538874,46040028,Manitoba
1538875,46040028,Manitoba
1538914,46040029,Manitoba
1538915,46040029,Manitoba
1539074,35600294,Ontario
1539075,35600294,Ontario
1539114,35600295,Ontario
1539115,35600295,Ontario
1539154,35600301,Ontario
1539155,35600301,Ontario
1539194,35600302,Ontario
1539195,35600302,Ontario
1539234,35600303,Ontario
1539235,35600303,Ontario
1539274,35600304,Ontario
1539275,35600304,Ontario
1539314,35600305,Ontario
1539315,35600305,Ontario
1539394,47020127,Saskatchewan
1539395,47020127,Saskatchewan
1539474,47020129,Saskatchewan
1539475,47020129,Saskatchewan
1539514,47020130,Saskatchewan
1539515,47020130,Saskatchewan
1539634,47050150,Saskatchewan
1539635,47050150,Saskatchewan
1539674,46120031,Manitoba
1539675,46120031,Manitoba
1539714,46120032,Manitoba
1539715,46120032,Manitoba
1539754,46120033,Manitoba
1539755,46120033,Manitoba
1539794,46120034,Manitoba
1539795,46120034,Manitoba
1539834,46120035,Manitoba
1539835,46120035,Manitoba
1539874,46120036,Manitoba
1539875,46120036,Manitoba
1539914,46120037,Manitoba
1539915,46120037,Manitoba
1539954,46050042,Manitoba
1539955,46050042,Manitoba
1539994,46050043,Manitoba
1539995,46050043,Manitoba
1540434,46040031,Manitoba
1540435,46040031,Manitoba
1540474,46040032,Manitoba
1540475,46040032,Manitoba
1540514,46040033,Manitoba
1540515,46040033,Manitoba
1540554,46040034,Manitoba
1540555,46040034,Manitoba
1540794,46070180,Manitoba
1540795,46070180,Manitoba
1540834,46050049,Manitoba
1540835,46050049,Manitoba
1540874,46120069,Manitoba
1540875,46120069,Manitoba
1540914,46120070,Manitoba
1540915,46120070,Manitoba
1540994,46130049,Manitoba
1540995,46130049,Manitoba
1541034,46140059,Manitoba
1541035,46140059,Manitoba
1541074,46140060,Manitoba
1541075,46140060,Manitoba
1541114,46150063,Manitoba
1541115,46150063,Manitoba
1541154,46150064,Manitoba
1541155,46150064,Manitoba
1541194,46150065,Manitoba
1541195,46150065,Manitoba
1541234,46150066,Manitoba
1541235,46150066,Manitoba
1541274,47050206,Saskatchewan
1541275,47050206,Saskatchewan
1541314,47050207,Saskatchewan
1541315,47050207,Saskatchewan
1541354,47050214,Saskatchewan
1541355,47050214,Saskatchewan
1541394,47050215,Saskatchewan
1541395,47050215,Saskatchewan
1541434,47050216,Saskatchewan
1541435,47050216,Saskatchewan
1541474,47050217,Saskatchewan
1541475,47050217,Saskatchewan
1541634,46020094,Manitoba
1541635,46020094,Manitoba
1541674,46020095,Manitoba
1541675,46020095,Manitoba
1541754,46050050,Manitoba
1541755,46050050,Manitoba
1542354,35570177,Ontario
1542355,35570177,Ontario
1542434,46020099,Manitoba
1542435,46020099,Manitoba
1542474,47050241,Saskatchewan
1542475,47050241,Saskatchewan
1542514,47050242,Saskatchewan
1542515,47050242,Saskatchewan
1542554,47050243,Saskatchewan
1542555,47050243,Saskatchewan
1542594,47050244,Saskatchewan
1542595,47050244,Saskatchewan
1542634,47050245,Saskatchewan
1542635,47050245,Saskatchewan
1542674,47050246,Saskatchewan
1542675,47050246,Saskatchewan
1542714,47050247,Saskatchewan
1542715,47050247,Saskatchewan
1542754,47050248,Saskatchewan
1542755,47050248,Saskatchewan
1542794,47050249,Saskatchewan
1542795,47050249,Saskatchewan
1542834,47050250,Saskatchewan
1542835,47050250,Saskatchewan
1542874,47050251,Saskatchewan
1542875,47050251,Saskatchewan
1542914,47050252,Saskatchewan
1542915,47050252,Saskatchewan
1542954,47050253,Saskatchewan
1542955,47050253,Saskatchewan
1542994,47050254,Saskatchewan
1542995,47050254,Saskatchewan
1543034,47050255,Saskatchewan
1543035,47050255,Saskatchewan
1543074,47050256,Saskatchewan
1543075,47050256,Saskatchewan
1543114,47050257,Saskatchewan
1543115,47050257,Saskatchewan
1543154,47030108,Saskatchewan
1543155,47030108,Saskatchewan
1543194,35570327,Ontario
1543195,35570327,Ontario
1543274,35570334,Ontario
1543275,35570334,Ontario
1543314,35570335,Ontario
1543315,35570335,Ontario
1543354,35570336,Ontario
1543355,35570336,Ontario
1543394,35570337,Ontario
1543395,35570337,Ontario
1543554,35570342,Ontario
1543555,35570342,Ontario
1543594,35570343,Ontario
1543595,35570343,Ontario
1543634,35570344,Ontario
1543635,35570344,Ontario
1543674,35570345,Ontario
1543675,35570345,Ontario
1543714,35570346,Ontario
1543715,35570346,Ontario
1543754,35570347,Ontario
1543755,35570347,Ontario
1543794,35570348,Ontario
1543795,35570348,Ontario
1543954,35570352,Ontario
1543955,35570352,Ontario
1544074,35580358,Ontario
1544075,35580358,Ontario
1544154,46020100,Manitoba
1544155,46020100,Manitoba
1544194,46020101,Manitoba
1544195,46020101,Manitoba
1544234,46020102,Manitoba
1544235,46020102,Manitoba
1544274,46030083,Manitoba
1544275,46030083,Manitoba
1544314,46030084,Manitoba
1544315,46030084,Manitoba
1544634,47030109,Saskatchewan
1544635,47030109,Saskatchewan
1544674,47030110,Saskatchewan
1544675,47030110,Saskatchewan
1544714,47030111,Saskatchewan
1544715,47030111,Saskatchewan
1544754,47030112,Saskatchewan
1544755,47030112,Saskatchewan
1544794,47030113,Saskatchewan
1544795,47030113,Saskatchewan
1544834,47030114,Saskatchewan
1544835,47030114,Saskatchewan
1544874,47030115,Saskatchewan
1544875,47030115,Saskatchewan
1544914,47030116,Saskatchewan
1544915,47030116,Saskatchewan
1544954,47030117,Saskatchewan
1544955,47030117,Saskatchewan
1544994,47030118,Saskatchewan
1544995,47030118,Saskatchewan
1545034,47030119,Saskatchewan
1545035,47030119,Saskatchewan
1545674,46070148,Manitoba
1545675,46070148,Manitoba
1546394,46070171,Manitoba
1546395,46070171,Manitoba
1546554,46010098,Manitoba
1546555,46010098,Manitoba
1546714,35570156,Ontario
1546715,35570156,Ontario
1547034,35580371,Ontario
1547035,35580371,Ontario
1547074,46070181,Manitoba
1547075,46070181,Manitoba
1547114,47050151,Saskatchewan
1547115,47050151,Saskatchewan
1547154,47050152,Saskatchewan
1547155,47050152,Saskatchewan
1547394,47050158,Saskatchewan
1547395,47050158,Saskatchewan
1547434,47050159,Saskatchewan
1547435,47050159,Saskatchewan
1547474,47050160,Saskatchewan
1547475,47050160,Saskatchewan
1547514,47050161,Saskatchewan
1547515,47050161,Saskatchewan
1547874,46020070,Manitoba
1547875,46020070,Manitoba
1547914,46020071,Manitoba
1547915,46020071,Manitoba
1547954,46020072,Manitoba
1547955,46020072,Manitoba
1547994,46020073,Manitoba
1547995,46020073,Manitoba
1548314,46020077,Manitoba
1548315,46020077,Manitoba
1548354,46020078,Manitoba
1548355,46020078,Manitoba
1548394,46020079,Manitoba
1548395,46020079,Manitoba
1548514,46030071,Manitoba
1548515,46030071,Manitoba
1548674,46070182,Manitoba
1548675,46070182,Manitoba
1548714,46010101,Manitoba
1548715,46010101,Manitoba
1548754,46010102,Manitoba
1548755,46010102,Manitoba
1548794,46010103,Manitoba
1548795,46010103,Manitoba
1548834,46150067,Manitoba
1548835,46150067,Manitoba
1548874,46150068,Manitoba
1548875,46150068,Manitoba
1548914,46150069,Manitoba
1548915,46150069,Manitoba
1548954,46170087,Manitoba
1548955,46170087,Manitoba
1548994,46170088,Manitoba
1548995,46170088,Manitoba
1549034,46170089,Manitoba
1549035,46170089,Manitoba
1549074,46170090,Manitoba
1549075,46170090,Manitoba
1549114,46170091,Manitoba
1549115,46170091,Manitoba
1549154,46030069,Manitoba
1549155,46030069,Manitoba
1549194,46030070,Manitoba
1549195,46030070,Manitoba
1549234,46050068,Manitoba
1549235,46050068,Manitoba
1549274,46050069,Manitoba
1549275,46050069,Manitoba
1549514,46030078,Manitoba
1549515,46030078,Manitoba
1549554,46030079,Manitoba
1549555,46030079,Manitoba
1549594,46030080,Manitoba
1549595,46030080,Manitoba
1549634,46030081,Manitoba
1549635,46030081,Manitoba
1549794,35580362,Ontario
1549795,35580362,Ontario
1549834,35580363,Ontario
1549835,35580363,Ontario
1549874,35580364,Ontario
1549875,35580364,Ontario
1549914,35580365,Ontario
1549915,35580365,Ontario
1549954,35570179,Ontario
1549955,35570179,Ontario
1549994,35570180,Ontario
1549995,35570180,Ontario
1550034,46020084,Manitoba
1550035,46020084,Manitoba
1550114,46030092,Manitoba
1550115,46030092,Manitoba
1551954,35580366,Ontario
1551955,35580366,Ontario
1551994,35580367,Ontario
1551995,35580367,Ontario
1552034,35580368,Ontario
1552035,35580368,Ontario
1552074,35580369,Ontario
1552075,35580369,Ontario
1552114,35580370,Ontario
1552115,35580370,Ontario
1552154,35580450,Ontario
1552155,35580450,Ontario
1552354,46030099,Manitoba
1552355,46030099,Manitoba
1552434,46060041,Manitoba
1552435,46060041,Manitoba
1553154,46220124,Manitoba
1553155,46220124,Manitoba
1553394,46010090,Manitoba
1553395,46010090,Manitoba
1553434,46010091,Manitoba
1553435,46010091,Manitoba
1553474,46010092,Manitoba
1553475,46010092,Manitoba
1553514,46010093,Manitoba
1553515,46010093,Manitoba
1553554,46010094,Manitoba
1553555,46010094,Manitoba
1553594,46010095,Manitoba
1553595,46010095,Manitoba
1553634,46010096,Manitoba
1553635,46010096,Manitoba
1553674,46010097,Manitoba
1553675,46010097,Manitoba
1553714,46010099,Manitoba
1553715,46010099,Manitoba
1553754,46010100,Manitoba
1553755,46010100,Manitoba
1553794,35580372,Ontario
1553795,35580372,Ontario
1553834,35580373,Ontario
1553835,35580373,Ontario
1553874,35580374,Ontario
1553875,35580374,Ontario
1553914,35580375,Ontario
1553915,35580375,Ontario
1553954,35580376,Ontario
1553955,35580376,Ontario
1553994,35580458,Ontario
1553995,35580458,Ontario
1554034,35580459,Ontario
1554035,35580459,Ontario
1554074,35580460,Ontario
1554075,35580460,Ontario
1554114,46010105,Manitoba
1554115,46010105,Manitoba
1554154,46010106,Manitoba
1554155,46010106,Manitoba
1554954,46020075,Manitoba
1554955,46020075,Manitoba
1554994,46020076,Manitoba
1554995,46020076,Manitoba
1555114,46020151,Manitoba
1555115,46020151,Manitoba
1555154,46060026,Manitoba
1555155,46060026,Manitoba
1555194,46060027,Manitoba
1555195,46060027,Manitoba
1555234,46020082,Manitoba
1555235,46020082,Manitoba
1555274,46020083,Manitoba
1555275,46020083,Manitoba
1555314,46020156,Manitoba
1555315,46020156,Manitoba
1555354,46020157,Manitoba
1555355,46020157,Manitoba
1555394,46020158,Manitoba
1555395,46020158,Manitoba
1555474,46020160,Manitoba
1555475,46020160,Manitoba
1555514,46060033,Manitoba
1555515,46060033,Manitoba
1555554,46010104,Manitoba
1555555,46010104,Manitoba
1555594,46020139,Manitoba
1555595,46020139,Manitoba
1555634,46200043,Manitoba
1555635,46200043,Manitoba
1555674,46200044,Manitoba
1555675,46200044,Manitoba
1555714,46200045,Manitoba
1555715,46200045,Manitoba
1555754,46050070,Manitoba
1555755,46050070,Manitoba
1555794,46060025,Manitoba
1555795,46060025,Manitoba
1555834,46060028,Manitoba
1555835,46060028,Manitoba
1555874,46060029,Manitoba
1555875,46060029,Manitoba
1555994,35600371,Ontario
1555995,35600371,Ontario
1556034,35600372,Ontario
1556035,35600372,Ontario
1556074,35600373,Ontario
1556075,35600373,Ontario
1556114,35600375,Ontario
1556115,35600375,Ontario
1556154,35600376,Ontario
1556155,35600376,Ontario
1556194,46060034,Manitoba
1556195,46060034,Manitoba
1556234,46060035,Manitoba
1556235,46060035,Manitoba
1556274,46060036,Manitoba
1556275,46060036,Manitoba
1556314,46060037,Manitoba
1556315,46060037,Manitoba
1556354,46060038,Manitoba
1556355,46060038,Manitoba
1556394,46060040,Manitoba
1556395,46060040,Manitoba
1556474,35600383,Ontario
1556475,35600383,Ontario
1556514,35600384,Ontario
1556515,35600384,Ontario
1556554,46020085,Manitoba
1556555,46020085,Manitoba
1556594,46020086,Manitoba
1556595,46020086,Manitoba
1556634,46020164,Manitoba
1556635,46020164,Manitoba
1556674,46020165,Manitoba
1556675,46020165,Manitoba
1556834,47060608,Saskatchewan
1556835,47060608,Saskatchewan
1556874,47060609,Saskatchewan
1556875,47060609,Saskatchewan
1556914,47060610,Saskatchewan
1556915,47060610,Saskatchewan
1556954,47060611,Saskatchewan
1556955,47060611,Saskatchewan
1556994,47060612,Saskatchewan
1556995,47060612,Saskatchewan
1557034,47060613,Saskatchewan
1557035,47060613,Saskatchewan
1557074,47060614,Saskatchewan
1557075,47060614,Saskatchewan
1557114,47060615,Saskatchewan
1557115,47060615,Saskatchewan
1557194,35580442,Ontario
1557195,35580442,Ontario
1557234,35580443,Ontario
1557235,35580443,Ontario
1557274,35580444,Ontario
1557275,35580444,Ontario
1557314,35580445,Ontario
1557315,35580445,Ontario
1557354,35580446,Ontario
1557355,35580446,Ontario
1557394,35580447,Ontario
1557395,35580447,Ontario
1557434,35580448,Ontario
1557435,35580448,Ontario
1557514,35580451,Ontario
1557515,35580451,Ontario
1557554,35580452,Ontario
1557555,35580452,Ontario
1557594,35580453,Ontario
1557595,35580453,Ontario
1557634,35580454,Ontario
1557635,35580454,Ontario
1557674,35580455,Ontario
1557675,35580455,Ontario
1557714,35580456,Ontario
1557715,35580456,Ontario
1557754,46020136,Manitoba
1557755,46020136,Manitoba
1557874,46220118,Manitoba
1557875,46220118,Manitoba
1557914,46220119,Manitoba
1557915,46220119,Manitoba
1557954,46220120,Manitoba
1557955,46220120,Manitoba
1557994,46220121,Manitoba
1557995,46220121,Manitoba
1558034,46230033,Manitoba
1558035,46230033,Manitoba
1558074,46230034,Manitoba
1558075,46230034,Manitoba
1558114,46230035,Manitoba
1558115,46230035,Manitoba
1558154,46230036,Manitoba
1558155,46230036,Manitoba
1558194,46230037,Manitoba
1558195,46230037,Manitoba
1558234,46230039,Manitoba
1558235,46230039,Manitoba
1558274,46230040,Manitoba
1558275,46230040,Manitoba
1558314,46230041,Manitoba
1558315,46230041,Manitoba
1558354,46230043,Manitoba
1558355,46230043,Manitoba
1558394,46220125,Manitoba
1558395,46220125,Manitoba
1558434,46220126,Manitoba
1558435,46220126,Manitoba
1558474,46220127,Manitoba
1558475,46220127,Manitoba
1558514,46220128,Manitoba
1558515,46220128,Manitoba
1558554,46220129,Manitoba
1558555,46220129,Manitoba
1558594,46220130,Manitoba
1558595,46220130,Manitoba
1558634,46220131,Manitoba
1558635,46220131,Manitoba
1558674,46220132,Manitoba
1558675,46220132,Manitoba
1558714,46220133,Manitoba
1558715,46220133,Manitoba
1558754,46220134,Manitoba
1558755,46220134,Manitoba
1558794,46220135,Manitoba
1558795,46220135,Manitoba
1558834,46220136,Manitoba
1558835,46220136,Manitoba
1558874,46220137,Manitoba
1558875,46220137,Manitoba
1558914,46220138,Manitoba
1558915,46220138,Manitoba
1559194,46020135,Manitoba
1559195,46020135,Manitoba
1559274,46020137,Manitoba
1559275,46020137,Manitoba
1559314,46020138,Manitoba
1559315,46020138,Manitoba
1559354,46040030,Manitoba
1559355,46040030,Manitoba
1559394,46020161,Manitoba
1559395,46020161,Manitoba
1559434,46230044,Manitoba
1559435,46230044,Manitoba
1559514,46200042,Manitoba
1559515,46200042,Manitoba
1559554,46120063,Manitoba
1559555,46120063,Manitoba
1559594,46120064,Manitoba
1559595,46120064,Manitoba
1559634,46120065,Manitoba
1559635,46120065,Manitoba
1559674,46230045,Manitoba
1559675,46230045,Manitoba
1559714,46230046,Manitoba
1559715,46230046,Manitoba
1559754,46230047,Manitoba
1559755,46230047,Manitoba
1559794,46230048,Manitoba
1559795,46230048,Manitoba
1559834,46230049,Manitoba
1559835,46230049,Manitoba
1559874,46230050,Manitoba
1559875,46230050,Manitoba
1559914,46230051,Manitoba
1559915,46230051,Manitoba
1559954,46230052,Manitoba
1559955,46230052,Manitoba
1560034,46230054,Manitoba
1560035,46230054,Manitoba
1560074,46230055,Manitoba
1560075,46230055,Manitoba
1560114,46020152,Manitoba
1560115,46020152,Manitoba
1560154,46020153,Manitoba
1560155,46020153,Manitoba
1560194,46020154,Manitoba
1560195,46020154,Manitoba
1560234,46020155,Manitoba
1560235,46020155,Manitoba
1560274,46040046,Manitoba
1560275,46040046,Manitoba
1560314,46040057,Manitoba
1560315,46040057,Manitoba
1560354,46050041,Manitoba
1560355,46050041,Manitoba
1560394,46050060,Manitoba
1560395,46050060,Manitoba
1560514,35570185,Ontario
1560515,35570185,Ontario
1560554,35570186,Ontario
1560555,35570186,Ontario
1560674,35600363,Ontario
1560675,35600363,Ontario
1560794,35600366,Ontario
1560795,35600366,Ontario
1560834,35600367,Ontario
1560835,35600367,Ontario
1560874,35600368,Ontario
1560875,35600368,Ontario
1560914,35600369,Ontario
1560915,35600369,Ontario
1560954,35600370,Ontario
1560955,35600370,Ontario
1561034,46070104,Manitoba
1561035,46070104,Manitoba
1561074,46100019,Manitoba
1561075,46100019,Manitoba
1561114,46100020,Manitoba
1561115,46100020,Manitoba
1561154,46100021,Manitoba
1561155,46100021,Manitoba
1561194,46100022,Manitoba
1561195,46100022,Manitoba
1561234,46100023,Manitoba
1561235,46100023,Manitoba
1561274,46100025,Manitoba
1561275,46100025,Manitoba
1561314,46100026,Manitoba
1561315,46100026,Manitoba
1561354,46100027,Manitoba
1561355,46100027,Manitoba
1561394,46100028,Manitoba
1561395,46100028,Manitoba
1561434,46100029,Manitoba
1561435,46100029,Manitoba
1561834,35600391,Ontario
1561835,35600391,Ontario
1561874,35600392,Ontario
1561875,35600392,Ontario
1561914,46020103,Manitoba
1561915,46020103,Manitoba
1561954,46020104,Manitoba
1561955,46020104,Manitoba
1561994,35600308,Ontario
1561995,35600308,Ontario
1562034,35600309,Ontario
1562035,35600309,Ontario
1562274,35600287,Ontario
1562275,35600287,Ontario
1562314,35600288,Ontario
1562315,35600288,Ontario
1562514,46080037,Manitoba
1562515,46080037,Manitoba
1562554,46080038,Manitoba
1562555,46080038,Manitoba
1562594,46080039,Manitoba
1562595,46080039,Manitoba
1562634,46080040,Manitoba
1562635,46080040,Manitoba
1562674,46080042,Manitoba
1562675,46080042,Manitoba
1562714,46080043,Manitoba
1562715,46080043,Manitoba
1562754,46080044,Manitoba
1562755,46080044,Manitoba
1562794,46080045,Manitoba
1562795,46080045,Manitoba
1563194,35600310,Ontario
1563195,35600310,Ontario
1563234,35600311,Ontario
1563235,35600311,Ontario
1563274,35600312,Ontario
1563275,35600312,Ontario
1563314,46040036,Manitoba
1563315,46040036,Manitoba
1563354,46040037,Manitoba
1563355,46040037,Manitoba
1563394,35600313,Ontario
1563395,35600313,Ontario
1563434,35600314,Ontario
1563435,35600314,Ontario
1563474,35600315,Ontario
1563475,35600315,Ontario
1563514,35600316,Ontario
1563515,35600316,Ontario
1563634,35600319,Ontario
1563635,35600319,Ontario
1563674,35600320,Ontario
1563675,35600320,Ontario
1563714,35600321,Ontario
1563715,35600321,Ontario
1563754,35600322,Ontario
1563755,35600322,Ontario
1563794,35600323,Ontario
1563795,35600323,Ontario
1563834,35600324,Ontario
1563835,35600324,Ontario
1563874,35600325,Ontario
1563875,35600325,Ontario
1563914,35600326,Ontario
1563915,35600326,Ontario
1563954,35600327,Ontario
1563955,35600327,Ontario
1564274,46090042,Manitoba
1564275,46090042,Manitoba
1564314,46090043,Manitoba
1564315,46090043,Manitoba
1564354,46090044,Manitoba
1564355,46090044,Manitoba
1564394,46090047,Manitoba
1564395,46090047,Manitoba
1564434,46090048,Manitoba
1564435,46090048,Manitoba
